run,group,largest_update,population,genotypes,total_weighted_instructions,instruction_symbol,instruction_name,weighted_count,proportion,detail_spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,r,nand,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,s,repro,400,0.023391812865497075,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,t,repro-semel,71,0.004152046783625731,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,u,move,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,v,rotate-left-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,w,rotate-right-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,x,sense-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_11,ecology_test_1_medium,0,171,2,17100,y,sense-faced-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_11/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,a,nop-B,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,b,nop-C,17124,0.9729545454545454,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,c,if-n-equ,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,d,if-less,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,e,if-not-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,f,if-les-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,g,if-grt-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,h,if-label,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,i,zero,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,j,inc,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,k,dec,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,l,push,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,m,pop,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,n,swap-stk,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,o,swap,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,p,add,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,q,sub,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,r,nand,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,s,repro,400,0.022727272727272728,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,t,repro-semel,76,0.004318181818181818,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,u,move,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,v,rotate-left-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,w,rotate-right-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,x,sense-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_12,ecology_test_1_medium,0,176,2,17600,y,sense-faced-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_12/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,a,nop-B,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,b,nop-C,17718,0.9735164835164836,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,c,if-n-equ,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,d,if-less,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,e,if-not-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,f,if-les-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,g,if-grt-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,h,if-label,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,i,zero,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,j,inc,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,k,dec,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,l,push,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,m,pop,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,n,swap-stk,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,o,swap,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,p,add,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,q,sub,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,r,nand,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,s,repro,400,0.02197802197802198,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,t,repro-semel,82,0.004505494505494505,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,u,move,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,v,rotate-left-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,w,rotate-right-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,x,sense-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_13,ecology_test_1_medium,0,182,2,18200,y,sense-faced-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_13/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,a,nop-B,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,b,nop-C,16728,0.9725581395348837,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,c,if-n-equ,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,d,if-less,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,e,if-not-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,f,if-les-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,g,if-grt-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,h,if-label,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,i,zero,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,j,inc,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,k,dec,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,l,push,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,m,pop,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,n,swap-stk,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,o,swap,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,p,add,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,q,sub,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,r,nand,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,s,repro,400,0.023255813953488372,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,t,repro-semel,72,0.004186046511627907,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,u,move,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,v,rotate-left-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,w,rotate-right-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,x,sense-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_14,ecology_test_1_medium,0,172,2,17200,y,sense-faced-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_14/data/detail-0.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,a,nop-B,2421,0.013353557639271926,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,b,nop-C,136803,0.7545670159955874,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,c,if-n-equ,431,0.0023772752344180916,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,d,if-less,612,0.003375620518477661,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,e,if-not-0,2118,0.011682294539437397,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,f,if-les-0,2793,0.015405405405405406,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,g,if-grt-0,3976,0.02193050193050193,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,h,if-label,1921,0.010595697738554882,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,i,zero,2079,0.011467181467181467,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,j,inc,499,0.0027523441809156096,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,k,dec,1171,0.0064589078874793164,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,l,push,4272,0.02356315499172642,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,m,pop,300,0.001654715940430226,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,n,swap-stk,90,0.0004964147821290678,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,o,swap,1273,0.007021511307225593,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,p,add,486,0.002680639823496966,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,q,sub,353,0.0019470490899062328,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,r,nand,1261,0.006955322669608384,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,s,repro,9268,0.05111969111969112,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,t,repro-semel,40,0.0002206287920573635,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,u,move,3173,0.017501378929950358,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,v,rotate-left-one,1480,0.00816326530612245,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,w,rotate-right-one,305,0.0016822945394373966,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,x,sense-resource0,51,0.00028130170987313843,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_15,ecology_test_1_medium,15127,1813,189,181300,y,sense-faced-resource0,4124,0.022746828461114175,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_15/data/detail-15127.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,a,nop-B,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,b,nop-C,17718,0.9735164835164836,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,c,if-n-equ,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,d,if-less,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,e,if-not-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,f,if-les-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,g,if-grt-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,h,if-label,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,i,zero,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,j,inc,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,k,dec,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,l,push,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,m,pop,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,n,swap-stk,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,o,swap,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,p,add,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,q,sub,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,r,nand,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,s,repro,400,0.02197802197802198,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,t,repro-semel,82,0.004505494505494505,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,u,move,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,v,rotate-left-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,w,rotate-right-one,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,x,sense-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_16,ecology_test_1_medium,0,182,2,18200,y,sense-faced-resource0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_16/data/detail-0.spop
ecology_test_1_medium_run_17,ecology_test_1_medium,0,176,2,17600,a,nop-B,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_17/data/detail-0.spop
ecology_test_1_medium_run_17,ecology_test_1_medium,0,176,2,17600,b,nop-C,17124,0.9729545454545454,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_17/data/detail-0.spop
ecology_test_1_medium_run_17,ecology_test_1_medium,0,176,2,17600,c,if-n-equ,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_17/data/detail-0.spop
ecology_test_1_medium_run_17,ecology_test_1_medium,0,176,2,17600,d,if-less,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_17/data/detail-0.spop
ecology_test_1_medium_run_17,ecology_test_1_medium,0,176,2,17600,e,if-not-0,0,0.0,/Users/alinaqvi/Desktop/github_projects/avida/work/ecology_test_1_medium_run_17/data/detail-0.spop
